"bgmea_num","capacity","machine","fac_type","upazila","date_est","exist05","upaz2011","parent"
955,130000,283,0.5,"chandgaon",1991,1,201519,20015
1890,70000,293,1,"bayejid bostami",1994,1,201506,20015
3220,24000,55,0,"kotwali",2000,1,201541,20015
828,60000,130,0.5,"pahartali",1991,1,201555,20015
740,72000,260,0,"double mooring",1990,1,201528,20015
714,90000,92,0.5,"kotwali",1987,1,201541,20015
3213,60000,385,0,"patenga",2000,1,201565,20015
377,120000,605,0,"double mooring",1985,1,201528,20015
2354,36000,137,0,"chittagong port",1996,1,201520,20015
346,60000,135.5,0,"pahartali",1984,1,201555,20015
935,70000,250,0.5,"bayejid bostami",1992,1,201506,20015
1828,84000,220,0,"chandgaon",1994,1,201519,20015
2182,120000,40,0,"chandgaon",1995,1,201519,20015
2170,225000,1200,0,"patenga",1994,1,201565,20015
712,40000,150,0,"chandgaon",1989,1,201519,20015
2256,50000,167.5,0,"kotwali",1995,1,201541,20015
340,36000,108.5,0,"panchlaish",1985,1,201557,20015
1370,24000,109.5,0,"double mooring",1993,1,201528,20015
2655,120000,244.5,0.5,"double mooring",1998,1,201528,20015
3178,60000,96,0,"khulshi",2000,1,201543,20015
2771,60000,200,0.5,"panchlaish",1998,1,201557,20015
507,96000,248,0,"chandgaon",1989,1,201519,20015
2990,35000,163.5,0,"double mooring",1999,1,201528,20015
2754,3e+05,298,0,"pahartali",1999,1,201555,20015
347,1e+05,140,1,"kotwali",1986,1,201541,20015
2195,6e+05,197.5,0,"double mooring",1995,1,201528,20015
796,1e+05,98,0,"panchlaish",1991,1,201557,20015
2780,72000,164,0,"pahartali",1998,1,201555,20015
3191,40000,127.5,0,"kotwali",2000,1,201541,20015
2398,72000,40,0,"kotwali",1997,1,201541,20015
606,60000,285,0,"double mooring",1983,1,201528,20015
2336,36000,140,0,"kotwali",1996,1,201541,20015
1921,48000,348,1,"khulshi",1994,1,201543,20015
2577,20000,137,1,"chittagong port",1997,1,201520,20015
2778,104000,325,0,"patenga",1998,1,201565,20015
3008,25000,170,0,"pahartali",1999,1,201555,20015
77,75000,200,0,"panchlaish",1984,1,201557,20015
2442,220000,150,0.5,"kotwali",1996,1,201541,20015
994,2e+05,140,0,"kotwali",1991,1,201541,20015
320,60000,200,0,"halishahar",1985,1,201535,20015
3112,1e+05,145,0.5,"panchlaish",2000,1,201557,20015
1215,84000,205,0,"kotwali",1992,1,201541,20015
1697,54000,157.5,0.5,"double mooring",1994,1,201528,20015
381,55000,193.5,0,"chandgaon",1985,1,201519,20015
1510,36000,109.5,0,"double mooring",1993,1,201528,20015
2259,50000,125,0,"patenga",1997,1,201565,20015
368,13000,350,0,"kotwali",1984,1,201541,20015
369,78000,250,0,"kotwali",1984,1,201541,20015
2859,30000,358,1,"panchlaish",1998,1,201557,20015
2517,120000,449,1,"panchlaish",1997,1,201557,20015
2561,80000,193,0,"double mooring",1997,1,201528,20015
2850,84000,472.5,1,"chandgaon",1998,1,201519,20015
1860,50000,2500,0,"patenga",1994,1,201565,20015
2619,95000,360,0,"patenga",1998,1,201565,20015
2137,60000,184.5,0,"kotwali",1994,1,201541,20015
1686,72000,260,1,"kotwali",1993,1,201541,20015
595,350000,1391,0,"patenga",1986,1,201565,20015
2043,25000,132,0,"bakalia",1994,1,201510,20015
1110,92000,149,0,"double mooring",1992,1,201528,20015
2396,120000,205,1,"chandgaon",1996,1,201519,20015
1413,228000,381,0.5,"panchlaish",1993,1,201557,20015
680,75000,315,1,"double mooring",1988,1,201528,20015
375,90000,199.5,0,"double mooring",1985,1,201528,20015
2638,3e+05,200,1,"patenga",1994,1,201565,20015
1509,18000,55,0.5,"double mooring",1993,1,201528,20015
1034,92000,126,1,"double mooring",1992,1,201528,20015
2367,30000,121.5,1,"khulshi",1993,1,201543,20015
2632,70000,421,1,"chittagong port",1997,1,201520,20015
3058,60000,270,0,"double mooring",2000,1,201528,20015
2680,35000,87,0,"pahartali",1998,1,201555,20015
348,2000,83.5,0,"kotwali",1984,1,201541,20015
1077,240000,295.5,0.5,"double mooring",1992,1,201528,20015
996,172000,150,0,"kotwali",1992,1,201541,20015
1037,120000,145.5,1,"bayejid bostami",1991,1,201506,20015
2476,120000,800,0,"patenga",1997,1,201565,20015
29,65000,338.5,0,"double mooring",1985,1,201528,20015
3024,60000,144,0,"chandgaon",1999,1,201519,20015
888,36000,251,1,"panchlaish",1991,1,201557,20015
1199,90000,188,0,"panchlaish",1992,1,201557,20015
1299,60000,175,0.5,"panchlaish",1992,1,201557,20015
2862,70000,86,0,"pahartali",1998,1,201555,20015
989,18000,250,0,"kotwali",1991,1,201541,20015
2414,152000,280,0.5,"pahartali",1996,1,201555,20015
2537,24000,90,0,"double mooring",1997,1,201528,20015
976,50000,150,0,"khulshi",1992,1,201543,20015
564,25000,208.5,0,"panchlaish",1984,1,201557,20015
2688,48000,140,0,"kotwali",1998,1,201541,20015
2340,30000,86,0,"double mooring",1995,1,201528,20015
378,250000,900,0,"patenga",1985,1,201565,20015
1692,30000,100,0,"panchlaish",1994,1,201557,20015
1296,20000,105,0,"double mooring",1992,1,201528,20015
2510,72000,161,0,"double mooring",1997,1,201528,20015
2091,60000,142,0,"double mooring",1995,1,201528,20015
1606,120000,130.5,0.5,"kotwali",1993,1,201541,20015
2554,80000,175,0,"pahartali",1997,1,201555,20015
2579,360000,725,0,"panchlaish",1998,1,201557,20015
1817,60000,274,1,"kotwali",1994,1,201541,20015
552,30000,165,0,"kotwali",1985,1,201541,20015
1076,36000,130,0,"khulshi",1992,1,201543,20015
702,25000,110,0,"double mooring",1988,1,201528,20015
551,75000,108,0,"double mooring",1985,1,201528,20015
697,70000,315,1,"double mooring",1988,1,201528,20015
873,18500,98,0,"pahartali",1991,1,201555,20015
2441,140000,100,1,"khulshi",1997,1,201543,20015
509,49400,129.5,0,"double mooring",1986,1,201528,20015
3124,50000,199.5,0,"pahartali",2000,1,201555,20015
671,105500,475,0,"pahartali",1987,1,201555,20015
1099,75000,223,0,"double mooring",1992,1,201528,20015
563,75000,219.5,0,"bayejid bostami",1984,1,201506,20015
2686,45000,135.5,0,"patenga",1998,1,201565,20015
2215,84000,205,0.5,"khulshi",1995,1,201543,20015
2720,25000,116,1,"patenga",1995,1,201565,20015
2707,10000,108,0,"chittagong port",1997,1,201520,20015
2633,55000,175,0,"panchlaish",1998,1,201557,20015
644,5000,162,0,"double mooring",1986,1,201528,20015
1301,40000,217,0.5,"chittagong port",1992,1,201520,20015
1667,52500,135,0,"chandgaon",1993,1,201519,20015
2701,75000,92.5,0.5,"double mooring",1998,1,201528,20015
800,50000,98,0,"panchlaish",1991,1,201557,20015
1609,65000,175.5,0.5,"chandgaon",1993,1,201519,20015
1242,32000,183,0,"kotwali",1992,1,201541,20015
3103,250000,59.5,1,"pahartali",2000,1,201555,20015
1018,2e+05,376,0,"chandgaon",1992,1,201519,20015
741,48000,100,1,"kotwali",1990,1,201541,20015
964,36000,370,0,"khulshi",1992,1,201543,20015
335,40000,1435.5,0,"patenga",1984,1,201565,20015
2556,50000,142,0,"double mooring",1997,1,201528,20015
2953,48000,139.5,0.5,"double mooring",1999,1,201528,20015
2677,50000,90,0,"pahartali",1997,1,201555,20015
2227,260000,135,0.5,"pahartali",1995,1,201555,20015
2867,180000,84,0,"panchlaish",1999,1,201557,20015
943,78000,400,0,"kotwali",1992,1,201541,20015
1061,150000,334.5,0,"double mooring",1992,1,201528,20015
3089,60000,97,0,"chandgaon",1998,1,201519,20015
3126,60000,96,0,"pahartali",2000,1,201555,20015
2314,117000,134,0,"double mooring",1996,1,201528,20015
2639,60000,130,0,"double mooring",1998,1,201528,20015
1377,30000,112.5,0,"double mooring",1993,1,201528,20015
325,55000,169,0.5,"double mooring",1986,1,201528,20015
1449,52000,1129.5,1,"double mooring",1992,1,201528,20015
324,52000,276,0,"double mooring",1986,1,201528,20015
726,24000,520.5,1,"double mooring",1988,1,201528,20015
326,26000,169.5,0,"double mooring",1986,1,201528,20015
373,24000,95,0,"double mooring",1985,1,201528,20015
357,150000,215,0,"pahartali",1985,1,201555,20015
401,36000,143.5,0,"panchlaish",1985,1,201557,20015
853,30000,70,0,"kotwali",1991,1,201541,20015
2846,360000,150,1,"double mooring",1998,1,201528,20015
2705,40000,142.5,0,"kotwali",1998,1,201541,20015
899,35000,135,1,"kotwali",1991,1,201541,20015
1126,34000,95,1,"double mooring",1992,1,201528,20015
234,60000,100,0,"patenga",1985,1,201565,20015
1120,48000,156,0,"panchlaish",1992,1,201557,20015
2790,60000,149,0,"bakalia",1998,1,201510,20015
385,160000,120,0,"bakalia",1984,1,201510,20015
2841,204000,2384.5,0,"patenga",1998,1,201565,20015
2750,20000,125,0,"pahartali",1998,1,201555,20015
333,30000,250,0.5,"double mooring",1985,1,201528,20015
2913,36000,99,0,"double mooring",1999,1,201528,20015
2374,35000,142,0,"double mooring",1996,1,201528,20015
1546,36000,99,0,"double mooring",1993,1,201528,20015
2793,70000,146,0,"patenga",1998,1,201565,20015
2958,13000,145,0.5,"bayejid bostami",1999,1,201506,20015
356,25000,100,0,"panchlaish",1985,1,201557,20015
2408,1e+05,243.5,0.5,"kotwali",1996,1,201541,20015
2110,360000,110.5,0.5,"hathazari",1995,1,201537,20015
349,3600000,487.5,1,"panchlaish",1985,1,201557,20015
2160,360000,428.5,1,"panchlaish",1995,1,201557,20015
1159,30000,127.5,0,"double mooring",1992,1,201528,20015
3129,896000,77,1,"double mooring",2000,1,201528,20015
2566,60000,144,0,"kotwali",1997,1,201541,20015
3106,50000,100,0,"double mooring",2000,1,201528,20015
364,75000,262,0,"double mooring",1984,1,201528,20015
2831,15000,198,0,"double mooring",1998,1,201528,20015
331,20000,259.5,0,"double mooring",1983,1,201528,20015
2611,168000,175.5,0.5,"double mooring",1998,1,201528,20015
376,50000,195,0,"panchlaish",1986,1,201557,20015
2652,150000,229,0.5,"double mooring",1998,1,201528,20015
2847,25000,97,0,"kotwali",1998,1,201541,20015
1128,48000,222.5,0,"kotwali",1992,1,201541,20015
360,45000,256,0,"halishahar",1985,1,201535,20015
1046,1e+05,227,0.5,"double mooring",1992,1,201528,20015
2523,780000,566,0,"patenga",1997,1,201565,20015
769,NA,261.8523251,0,"chandgaon",1990,1,201519,20015
3353,NA,49,0,"mirpur",2001,1,302648,30026
3949,47000,204,1,"badda",2004,1,302604,30026
3408,NA,408,1,"uttara, bimanbandar",2001,1,302695,30026
3682,NA,402,0,"narayanganj sadar",2003,1,306758,30067
3483,60000,40,0,"mirpur",2002,1,302648,30026
3337,46000,115,0,"chandgaon",2001,1,201519,20015
3412,72800,240,0,"mohammadpur",2002,1,302650,30026
3846,80000,161,0,"pallabi",2004,1,302664,30026
3953,120000,466,0,"double mooring",2004,1,201528,20015
3392,50000,90,0,"darus salam",2001,1,302611,30026
3613,1e+05,107,0,"panchlaish",2003,1,201557,20015
3766,NA,140,1,"narayanganj sadar",2003,1,306758,30067
3971,75000,67,0.5,"dakshinkhan",2005,1,302610,30026
4114,NA,350,1,"uttara, bimanbandar",2005,1,302695,30026
3413,50000,152,0.5,"uttara, bimanbandar",2002,1,302695,30026
3998,NA,360,1,"gazipur sadar",2005,1,303330,30033
3785,1e+05,205,0,"new market",2004,1,302663,30026
4140,192000,215,1,"savar",2005,1,302672,30026
3541,1e+05,312,0.5,"savar",2002,1,302672,30026
4078,130000,62,1,"rampura",2005,1,302667,30026
3461,27000,80,0.5,"savar",2002,1,302672,30026
3655,66000,364,1,"kafrul",2003,1,302630,30026
3535,20000,180,1,"badda",2002,1,302604,30026
4006,150000,96,1,"pallabi",2005,1,302664,30026
3234,120000,313.4205827,1,"narayanganj sadar",2001,1,306758,30067
3384,3e+05,170,1,"kadam tali",2001,1,302632,30026
3623,23333,200,1,"pallabi",2003,1,302664,30026
3485,215000,125,1,"savar",2002,1,302672,30026
3966,650000,350,1,"darus salam",2005,1,302611,30026
3419,50000,42,0.5,"pallabi",2002,1,302664,30026
3360,NA,69,1,"narayanganj sadar",2001,1,306758,30067
3259,2000,56,0,"uttara, bimanbandar",2001,1,302695,30026
3615,60000,198,1,"pallabi",2003,1,302664,30026
3357,40000,313.4205827,1,"narayanganj sadar",2001,1,306758,30067
3709,50000,300,1,"gazipur sadar",2003,1,303330,30033
3355,12000,52,0,"gulshan",2001,1,302626,30026
3238,30000,115,0,"gazipur sadar",2001,1,303330,30033
3370,1e+05,54,1,"uttar khan",2001,1,302696,30026
3528,45000,42,0,"rampura",2002,1,302667,30026
3361,24000,313.4205827,0,"narayanganj sadar",2001,1,306758,30067
3788,5000,100,0,"rampura",2004,1,302667,30026
3311,135000,131,0,"savar",2001,1,302672,30026
4125,96000,244,0,"kotwali",2005,1,201541,20015
3359,NA,69,1,"narayanganj sadar",2001,1,306758,30067
3765,NA,528,1,"savar",2003,1,302672,30026
3416,60000,95,0.5,"uttara, bimanbandar",2002,1,302695,30026
3674,60000,140,0,"mirpur",2003,1,302648,30026
3699,NA,51,1,"narayanganj sadar",2003,1,306758,30067
3950,275000,100,0.5,"uttara, bimanbandar",2004,1,302695,30026
3869,60000,710,1,"pallabi",2004,1,302664,30026
3275,NA,135,0.5,"tejgaon industrial area",2001,1,302692,30026
3377,NA,104,0,"chandgaon",2001,1,201519,20015
3503,450000,227,1,"mohammadpur",2002,1,302650,30026
3661,36000,250,1,"badda",2003,1,302604,30026
3277,NA,61,1,"gazipur sadar",2001,1,303330,30033
4049,55000,250,1,"tejgaon",2005,1,302690,30026
4096,50000,160,0,"gazipur sadar",2005,1,303330,30033
3959,92400,300,1,"gazipur sadar",2005,1,303330,30033
3364,NA,60,0,"rupganj",2001,1,306768,30067
3824,NA,199,1,"double mooring",2004,1,201528,20015
3418,33000,57,0,"dhanmondi",2002,1,302616,30026
3430,72000,172,0.5,"rampura",2002,1,302667,30026
3749,NA,728,1,"kaliakair",2003,1,303332,30033
3372,36000,285,0,"panchlaish",2001,1,201557,20015
3563,60000,400,1,"uttara, bimanbandar",2002,1,302695,30026
3782,90000,280,1,"uttara, bimanbandar",2004,1,302695,30026
3549,30000,118,0,"darus salam",2002,1,302611,30026
3650,36000,400,1,"bangshal",2003,1,302605,30026
3802,75000,144,1,"chittagong port",2004,1,201520,20015
3326,NA,160,0,"ramna",2001,1,302666,30026
3358,15000,313.4205827,1,"narayanganj sadar",2001,1,306758,30067
3428,72000,572,1,"gazipur sadar",2002,1,303330,30033
3543,140000,300,1,"sabujbagh",2002,1,302668,30026
3352,60000,100,0.5,"narayanganj sadar",2001,1,306758,30067
3755,NA,50,0,"mirpur",2003,1,302648,30026
3876,NA,601,1,"darus salam",2004,1,302611,30026
3371,370000,253,0.5,"chandgaon",2001,1,201519,20015
3579,625000,400,1,"gazipur sadar",2002,1,303330,30033
3284,40000,255,0,"chittagong port",2001,1,201520,20015
3954,75000,356,1,"gazipur sadar",2004,1,303330,30033
4135,150000,103,1,"savar",2005,1,302672,30026
3658,72000,136,0,"kafrul",2003,1,302630,30026
3331,35000,395,1,"tejgaon industrial area",2001,1,302692,30026
3800,48000,300,1,"ramna",2004,1,302666,30026
3708,80000,529,0.5,"uttara, bimanbandar",2003,1,302695,30026
3325,60000,35,1,"uttara, bimanbandar",2001,1,302695,30026
3917,120000,313.4205827,1,"gazipur sadar",2004,1,303330,30033
3495,NA,110,1,"double mooring",2002,1,201528,20015
3635,60000,428,0,"kotwali",2003,1,201541,20015
4043,40000,350,1,"kaliakair",2005,1,303332,30033
3519,40000,116,0,"mirpur",2002,1,302648,30026
3767,NA,170,0.5,"double mooring",2003,1,201528,20015
3451,NA,313.4205827,1,"jatrabari",2002,1,302629,30026
3604,125000,85,1,"mirpur",2003,1,302648,30026
3439,2e+05,80,1,"narayanganj sadar",2002,1,306758,30067
3460,160000,46,1,"narayanganj sadar",2002,1,306758,30067
3653,90000,528,1,"kafrul",2003,1,302630,30026
3562,50000,86,0,"gazipur sadar",2002,1,303330,30033
3621,55000,206,1,"mohammadpur",2003,1,302650,30026
3910,75000,500,1,"mirpur",2004,1,302648,30026
1192,45000,105,0,"mirpur",1992,1,302648,30026
2152,80000,120,1,"gazipur sadar",1995,1,303330,30033
3138,50000,163.5,0,"khilgaon",2000,1,302636,30026
73,2e+05,200.5,0,"cantonment",1985,1,302608,30026
1669,41600,178.5,0,"savar",1993,1,302672,30026
2181,145320,237,1,"savar",1995,1,302672,30026
1867,45625,152,0,"sher-e-bangla nagar",1994,1,302680,30026
107,75000,145,0,"kadam tali",1985,1,302632,30026
1108,120000,190,0,"adabor",1992,1,302602,30026
2385,125000,200,0.5,"adabor",1996,1,302602,30026
1001,250000,130,1,"rupganj",1992,1,306768,30067
536,60000,150,0,"sher-e-bangla nagar",1985,1,302680,30026
1216,78000,221,0,"adabor",1993,1,302602,30026
42,32000,142.5,0,"sher-e-bangla nagar",1984,1,302680,30026
2692,50000,160,0,"tejgaon",1998,1,302690,30026
948,65000,200,0.5,"narayanganj sadar",1992,1,306758,30067
2465,40000,245,0,"gazipur sadar",1997,1,303330,30033
2107,2e+05,164.5,1,"tejgaon industrial area",1995,1,302692,30026
531,86666,176,0,"gazipur sadar",1985,1,303330,30033
1737,180000,160,1,"rupganj",1994,1,306768,30067
2758,22500,386.5,0,"gazipur sadar",1998,1,303330,30033
64,1e+05,204,0,"ramna",1984,1,302666,30026
2582,36000,168.1192883,1,"pallabi",1998,1,302664,30026
2179,15000,110,1,"narayanganj sadar",1995,1,306758,30067
1897,325000,262.5,1,"savar",1994,1,302672,30026
1586,40000,227.6192883,1,"ramna",1993,1,302666,30026
2455,54000,159.5,0,"savar",1997,1,302672,30026
1661,50000,105,0.5,"gazipur sadar",1984,1,303330,30033
2827,120000,55,1,"mirpur",1998,1,302648,30026
2317,1e+05,309.5,1,"narayanganj sadar",1996,1,306758,30067
2567,NA,60,1,"ramna",1997,1,302666,30026
314,78000,185,0,"gosairhat",1984,1,308636,30086
630,156000,1000,1,"ramna",1986,1,302666,30026
3118,60000,245.1192883,0,"uttara, bimanbandar",2000,1,302695,30026
2891,120000,748,1,"pallabi",1999,1,302664,30026
2251,15000,71.5,0,"bandar",1995,1,306706,30067
1603,420000,325,1,"bhaluka",1994,1,306113,30061
763,423750,325,0.5,"bhaluka",1990,1,306113,30061
2369,250000,270,1,"shah ali",1996,1,302674,30026
458,40000,72,0,"tejgaon",1985,1,302690,30026
1015,75000,175,0,"shah ali",1992,1,302674,30026
1223,60000,210,0,"dhanmondi",1992,1,302616,30026
862,150000,1042,0,"uttara, bimanbandar",1991,1,302695,30026
1390,1e+05,127,1,"sher-e-bangla nagar",1993,1,302680,30026
3074,45000,107.5,0,"mirpur",2000,1,302648,30026
511,60000,130,0,"sutrapur",1985,1,302688,30026
1400,160000,323.5,0,"shah ali",1993,1,302674,30026
2409,624000,297.5,0.5,"pallabi",1996,1,302664,30026
593,62000,80,0,"ramna",1983,1,302666,30026
745,35000,170.5,0,"kadam tali",1990,1,302632,30026
792,4e+05,1915,1,"ramna",1991,1,302666,30026
1043,126000,165,0,"mirpur",1992,1,302648,30026
1815,35100,160,0,"turag",1994,1,302693,30026
1848,60000,143,0,"cantonment",1994,1,302608,30026
20,250000,646,0,"gazipur sadar",1981,1,303330,30033
1007,120000,50,0,"mirpur",1992,1,302648,30026
882,120000,216,0,"turag",1993,1,302693,30026
1487,45000,129,0,"pallabi",1993,1,302664,30026
2598,72000,62.5,1,"turag",1998,1,302693,30026
785,250000,180,1,"kaliakair",1991,1,303332,30033
1515,3e+05,354,0,"chak bazar",1993,1,302609,30026
2295,450000,737.5,0,"savar",1996,1,302672,30026
881,90000,196,0,"gazipur sadar",1991,1,303330,30033
2964,598000,158,1,"mohammadpur",1999,1,302650,30026
1734,40000,75,0,"uttara, bimanbandar",1994,1,302695,30026
1944,4e+05,153.5,1,"sutrapur",1994,1,302688,30026
2254,150000,214.5,0.5,"ramna",1995,1,302666,30026
749,120000,325,0,"savar",1989,1,302672,30026
2609,450000,897.5,0,"savar",1998,1,302672,30026
1760,24000,60,0,"lalbagh",1994,1,302642,30026
2209,395000,173.1192883,0.5,"pallabi",1995,1,302664,30026
3006,90000,275,1,"gazipur sadar",1999,1,303330,30033
1930,96000,795,1,"gazipur sadar",1994,1,303330,30033
2657,NA,70,1,"savar",1998,1,302672,30026
876,270000,165,0.5,"kotwali-dhk",1991,1,302640,30026
3182,150000,101.5,1,"savar",2000,1,302672,30026
1143,48000,183,0,"gazipur sadar",1992,1,303330,30033
1839,120000,200,0,"mohammadpur",1994,1,302650,30026
1239,2500000,605,0,"gazipur sadar",1992,1,303330,30033
3146,NA,83,0,"ramna",2000,1,302666,30026
659,90000,165,0,"tejgaon",1987,1,302690,30026
244,NA,165.8523251,0,"narayanganj sadar",1985,1,306758,30067
2210,NA,224.4716134,0,"tejgaon",1995,1,302690,30026
1165,219000,340,0.5,"rupganj",1992,1,306768,30067
2970,292000,575,0.5,"rupganj",1999,1,306768,30067
3012,40000,102.5,0,"ramna",1999,1,302666,30026
1243,150000,395,1,"narayanganj sadar",1992,1,306758,30067
2818,2e+05,207.5,0,"gazipur sadar",1998,1,303330,30033
1214,3e+05,350,1,"kaliakair",1992,1,303332,30033
1325,NA,224.4716134,0,"darus salam",1992,1,302611,30026
1608,60000,110,0,"tejgaon",1993,1,302690,30026
2356,460000,466.5,1,"keraniganj",1995,1,302638,30026
988,31200,51.5,0,"ramna",1992,1,302666,30026
3172,60000,128.5,0,"kafrul",2000,1,302630,30026
3227,25000,85,0,"mirpur",2000,1,302648,30026
33,38400,95,0,"shah ali",1985,1,302674,30026
3214,552,186.8523251,1,"kaliakair",2000,1,303332,30033
1262,460000,357,0,"cantonment",1992,1,302608,30026
2505,50000,392.5,1,"uttar khan",1997,1,302696,30026
1362,60000,192.5,0,"mirpur",1992,1,302648,30026
1545,45000,135,0,"kadam tali",1993,1,302632,30026
2817,1e+05,222.5,0,"turag",1998,1,302693,30026
2541,120000,414.5,0,"cantonment",1997,1,302608,30026
149,150000,265,0,"shah ali",1985,1,302674,30026
2486,465000,424,0.5,"kaliakair",1997,1,303332,30033
675,85000,175,0.5,"kadam tali",1987,1,302632,30026
1008,40000,180,0,"ramna",1992,1,302666,30026
1732,110000,235,0,"gazipur sadar",1994,1,303330,30033
410,120000,245,0.5,"shahbag",1985,1,302675,30026
1624,430000,72,1,"adabor",1993,1,302602,30026
3018,325000,46,1,"adabor",1999,1,302602,30026
2469,5e+05,127.5,1,"narayanganj sadar",1997,1,306758,30067
2856,60000,106.5,0,"dhanmondi",1998,1,302616,30026
2220,120000,177.5,1,"sonargaon",1995,1,306704,30067
2000,25000,115,0.5,"tejgaon industrial area",1995,1,302692,30026
1202,50000,165,0,"sher-e-bangla nagar",1991,1,302680,30026
110,37000,130,0,"ramna",1985,1,302666,30026
1238,90000,371.5,0,"kaliakair",1992,1,303332,30033
2855,9e+05,217.5,1,"gazipur sadar",1998,1,303330,30033
2061,72000,127.5,0,"kafrul",1995,1,302630,30026
3121,50000,204,0,"kaliakair",2000,1,303332,30033
2139,80000,91.5,0,"ramna",1995,1,302666,30026
941,70000,300,0,"gazipur sadar",1992,1,303330,30033
1946,40000,162,0,"gulshan",1994,1,302626,30026
1707,18000,196,0,"kafrul",1994,1,302630,30026
1232,120000,122.5,0,"gazipur sadar",1992,1,303330,30033
1022,120000,177.5,0,"gazipur sadar",1992,1,303330,30033
3212,130000,525.5,1,"gazipur sadar",2000,1,303330,30033
2924,5e+05,137.5,1,"gazipur sadar",1999,1,303330,30033
2726,3700000,165.5,1,"patenga",1998,1,201565,20015
54,20000,144.5,0,"gulshan",1985,1,302626,30026
2663,NA,72,0,"tejgaon",1998,1,302690,30026
2929,62500,172,1,"sreepur",1999,1,303386,30033
708,30000,600,1,"narayanganj sadar",1988,1,306758,30067
3122,83200,163.5,0,"sutrapur",2000,1,302688,30026
2019,96000,303,0.5,"narayanganj sadar",1995,1,306758,30067
2607,66000,395,1,"kadam tali",1998,1,302632,30026
259,78288,168,0,"adabor",1985,1,302602,30026
2671,72000,415,1,"pallabi",1998,1,302664,30026
1904,75000,350,1,"narayanganj sadar",1994,1,306758,30067
1623,675000,84.5,1,"kadam tali",1993,1,302632,30026
2910,80000,250,0,"tejgaon industrial area",1999,1,302692,30026
156,60000,142.5,0,"adabor",1984,1,302602,30026
285,36000,163.5,0,"darus salam",1985,1,302611,30026
2759,75000,162.5,0,"kadam tali",1998,1,302632,30026
1434,96000,349,0,"gazipur sadar",1993,1,303330,30033
2273,70000,167.5,0,"sonargaon",1996,1,306704,30067
129,3e+05,773.5,0,"gazipur sadar",1984,1,303330,30033
2146,102000,328,0,"cantonment",1995,1,302608,30026
2310,1e+05,80,1,"adabor",1996,1,302602,30026
2922,231000,125,1,"gazipur sadar",1999,1,303330,30033
3149,2e+05,478.5,0,"lakshmipur sadar",2000,1,205143,20051
3176,NA,334,1,"gazipur sadar",2000,1,303330,30033
2283,693600,432,1,"kaliakair",1996,1,303332,30033
1291,125000,140,0.5,"tejgaon industrial area",1992,1,302692,30026
1306,90000,325,1,"kaliakair",1992,1,303332,30033
2697,45000,175,0,"mohammadpur",1998,1,302650,30026
2808,50000,189.6192883,0,"savar",1998,1,302672,30026
834,3e+05,193,1,"savar",1991,1,302672,30026
2939,40000,174.6192883,0,"mirpur",1999,1,302648,30026
1699,30000,170,1,"pallabi",1994,1,302664,30026
3140,1e+05,290.6192883,0,"mirpur",2000,1,302648,30026
2535,120000,264,0,"uttara, bimanbandar",1997,1,302695,30026
2430,240000,116,1,"gazipur sadar",1997,1,303330,30033
713,120000,50,1,"ramna",1989,1,302666,30026
3065,30000,124.5,0,"tejgaon",1999,1,302690,30026
1479,130500,165,0.5,"mirpur",1993,1,302648,30026
2093,8500,150,0,"kafrul",1995,1,302630,30026
3001,90000,141,0,"khilgaon",1999,1,302636,30026
2892,3e+05,205,1,"gazipur sadar",1999,1,303330,30033
1188,54000,456,0,"keraniganj",1992,1,302638,30026
3002,NA,65,0,"gendaria",1999,1,302624,30026
2900,120000,220,0,"tejgaon",1999,1,302690,30026
2287,260000,95,1,"mohammadpur",1996,1,302650,30026
754,1800000,637,0.5,"shah ali",1990,1,302674,30026
1486,1600000,407.5,0.5,"shah ali",1993,1,302674,30026
1712,2e+05,115,1,"gazipur sadar",1994,1,303330,30033
1910,65000,240,1,"narayanganj sadar",1994,1,306758,30067
2599,36000,176.6192883,0,"ramna",1998,1,302666,30026
2574,35000,65,0,"mirpur",1997,1,302648,30026
2881,72000,410,1,"ramna",1999,1,302666,30026
2941,65000,385.5,1,"adabor",1999,1,302602,30026
2490,50000,350,1,"mirpur",1997,1,302648,30026
3036,5e+05,314,1,"savar",1999,1,302672,30026
2613,580000,350,1,"narayanganj sadar",1998,1,306758,30067
7,250000,376.5,0,"chak bazar",1978,1,302609,30026
842,425000,517,1,"uttara, bimanbandar",1991,1,302695,30026
2458,72000,286,0,"shah ali",1997,1,302674,30026
2488,120000,659,1,"sreepur",1997,1,303386,30033
2908,45000,125.5,0.5,"tejgaon",1999,1,302690,30026
2392,1040000,485,1,"rupganj",1996,1,306768,30067
1991,4e+05,130,1,"narayanganj sadar",1995,1,306758,30067
3087,2e+05,1015,1,"gazipur sadar",2000,1,303330,30033
2221,2706000,263.5,1,"narayanganj sadar",1995,1,306758,30067
3013,50000,75,0.5,"sutrapur",1999,1,302688,30026
1136,105000,259.5,0,"sonargaon",1992,1,306704,30067
2746,2e+05,494.5,0,"tejgaon industrial area",1998,1,302692,30026
2277,124000,60,1,"mohammadpur",1996,1,302650,30026
2698,36000,82,0,"pallabi",1998,1,302664,30026
2427,19678,114,0,"gazipur sadar",1991,1,303330,30033
2550,3e+05,105,1,"narayanganj sadar",1997,1,306758,30067
2971,144000,241.5,0,"shah ali",1999,1,302674,30026
